,addr,scp,car_sum
2242,[45 66],15.967201093325544,10.0
2243,[50 44],6.762226130989874,6.0
2244,[80 27],5.2285434238320185,3.0
2245,[51 72],8.357283933045926,6.0
2246,[59  1],6.705951311789417,4.0
2247,[33 46],10.103364968280868,8.0
2248,[96 91],8.258884936374605,6.0
2250,[62  8],3.418774722971561,2.0
2252,[90 34],6.556940792196158,5.0
2253,[23 56],7.938965629047047,6.0
2254,[21 61],10.584056168273925,7.0
2255,[72  0],14.30957261873954,10.0
2256,[ 8 62],3.639879238279709,2.0
2257,[37 75],6.099119466185464,4.0
2258,[56 31],5.105275948966101,3.0
2260,[57 30],3.810388142506368,3.0
2261,[26 99],11.215965948803872,6.0
2262,[39 78],4.46775826758888,3.0
2263,[60 98],6.423897734493915,5.0
2265,[83  0],18.53271655606495,12.0
2266,[76 21],8.870772750151634,6.0
2267,[84  4],9.541621609021226,6.0
2268,[71 28],4.879702557480044,3.0
2270,[42 57],4.575859617524912,2.0
2272,[87 82],10.72301233952875,8.0
2274,[13 83],8.384313055265798,5.0
2275,[67 46],7.081344202887826,5.0
2277,[99 75],4.141596925582347,3.0
2278,[33 84],7.005400520395895,5.0
2279,[ 0 18],4.227511239921326,3.0
2281,[59 49],6.715075398093339,4.0
2284,[69 79],3.444895810112179,3.0
2285,[58 47],10.936113897670568,8.0
2286,[79 24],9.507052457463157,6.0
2287,[21 63],3.9796723725000476,3.0
2288,[76 24],3.686748436394079,3.0
2289,[10 91],6.702423929511696,4.0
2290,[98 79],4.266721221975699,3.0
2292,[16 83],6.247587169989568,4.0
2293,[ 9 98],4.270168655100652,3.0
2294,[11 54],3.200272743954902,2.0
2295,[70 71],5.302659552319186,4.0
2296,[99 19],8.668285927144781,5.0
2297,[ 7 51],11.648931686962564,8.0
2298,[18 52],7.00105550314432,4.0
2299,[78 14],7.25516486287933,4.0
2302,[73  0],7.742536102076476,6.0
2304,[22 50],4.155699169857185,2.0
2306,[47 72],12.191258432695346,8.0
2307,[63 19],6.20294269552625,6.0
2308,[95 19],4.052609972595473,3.0
2309,[ 7 76],3.5853951497082326,2.0
2311,[37 67],13.512938296782663,8.0
2313,[98 35],11.901812873100845,8.0
2314,[72  5],6.928038946375883,4.0
2317,[ 2 82],18.040088177615896,12.0
2320,[81 87],8.108842336213154,6.0
2321,[ 1 91],3.221568432711681,2.0
2323,[12 32],6.035987609533255,4.0
2324,[80 82],4.096207108231607,2.0
2325,[13 55],7.240794319854622,5.0
2326,[83 40],5.193702639772573,4.0
2327,[33 55],12.841422904564155,8.0
2328,[27 49],15.24988436303743,12.0
2329,[ 4 94],8.319494271721926,4.0
2330,[12 80],9.589920996179986,5.0
2331,[24 49],5.260657152673904,4.0
2332,[36 54],10.631292494564061,6.0
2333,[62 14],16.572774876614112,10.0
2334,[1 2],3.3260481551428347,2.0
2335,[94 22],3.7703107303837777,3.0
2338,[44 33],11.847087527909101,8.0
2339,[41 59],8.879864228638944,6.0
2340,[16 46],7.726949403298158,5.0
2341,[24 51],4.758251707616387,3.0
2343,[12 47],9.167315549676932,5.0
2345,[ 0 54],3.9635846598042868,3.0
2346,[ 1 37],3.797224202803198,2.0
2347,[ 1 55],6.153997411885943,4.0
2348,[95 38],8.128774354627733,6.0
2350,[97 26],3.8709084366599846,4.0
2352,[92  7],3.615659021125929,2.0
2353,[70 50],9.593326223340767,7.0
2354,[86 74],3.5488163925784497,2.0
2355,[61  5],7.459589536821515,6.0
2356,[ 1 36],7.284358528955767,6.0
2357,[77 14],3.3140769043249065,2.0
2358,[80 99],6.056917626492491,4.0
2359,[64 56],5.598846848971576,4.0
2361,[15 32],3.415584832767742,2.0
2362,[72 23],4.337212865168911,3.0
2365,[42 68],3.3006559884817577,2.0
2366,[93 93],11.180873687857995,7.0
2368,[10 38],9.587866347981983,7.0
2370,[ 0 19],6.693226812988112,4.0
2371,[76 10],8.769581111127774,7.0
2372,[55 92],3.147964528056975,2.0
2374,[32 86],3.4723416494646555,3.0
2375,[70 38],7.260658988614769,6.0
2376,[20 85],6.558949437702264,3.0
2377,[92 95],13.561579324472477,8.0
2378,[24 18],6.070536883634663,4.0
2379,[49 79],17.073945873590425,10.0
2380,[46 63],4.604383692335579,2.0
2381,[67 30],3.253300382971771,2.0
2382,[18 85],5.016629342359337,3.0
2383,[99 76],8.23413577553275,6.0
2384,[18 55],3.52279347466624,2.0
2385,[ 1 82],13.031034651698475,8.0
2386,[57  0],4.753948735573357,3.0
2387,[24 16],5.974213306431385,3.0
2388,[62  6],3.9233343661083864,2.0
2391,[ 9 91],11.023325451042043,8.0
2392,[ 2 47],3.1376365334133016,2.0
2393,[77 11],6.841992431967899,5.0
2394,[64  3],11.399773245379656,6.0
2395,[43 72],3.9159119263206823,2.0
2396,[97 91],9.772137002981562,6.0
2397,[93  0],3.1067764600678967,3.0
2398,[30 47],9.172020628731218,8.0
2399,[56 51],5.4635943515614835,4.0
2400,[69 54],5.418591310097545,4.0
2401,[86 35],3.410834688573269,3.0
2402,[17 52],3.2665174905249312,3.0
2404,[ 0 46],4.749070715038909,4.0
2405,[77 17],6.633739386421647,5.0
2407,[ 6 31],3.248319975898197,2.0
2409,[48 79],12.758200224301962,8.0
2410,[79  9],8.351624225165217,5.0
2411,[99  7],5.128088216516963,4.0
2412,[30 52],7.8920566127657885,6.0
2413,[84 22],3.0001382602660245,2.0
2414,[ 0 34],4.8361443932305885,3.0
2416,[68 22],3.5723691524835957,2.0
2418,[53 31],5.424803856271474,4.0
2419,[51 75],10.105499799041077,6.0
2420,[86 84],8.016027106877479,6.0
2421,[ 5 90],7.5859800144240825,4.0
2422,[ 4 57],5.2059990110992995,4.0
2424,[10 76],7.427035300429633,4.0
2425,[69 66],3.460399461341178,3.0
2427,[42 36],18.542153849984203,12.0
2429,[50 74],3.3117719670127617,2.0
2430,[82 25],4.693752793434656,3.0
2437,[59 48],4.2941056229332695,4.0
2439,[57 47],14.599509677504761,10.0
2441,[93  5],5.578394828447115,4.0
2442,[13 53],3.23872847370386,2.0
2443,[41 29],10.466635629436372,8.0
2444,[22 25],3.256624651832948,2.0
2445,[44 70],11.3979520413616,6.0
2446,[15 46],6.935791576186068,6.0
2447,[79  2],4.299610744801023,4.0
2448,[99  3],6.014507641334303,4.0
2451,[42 31],9.474578500073552,6.0
2452,[ 0 42],4.088370135609094,3.0
2453,[59 94],4.266111183958448,3.0
2454,[81 10],3.8026324077445666,3.0
2455,[99 78],4.606536806935703,4.0
2456,[12 83],6.961601134587391,5.0
2457,[64  7],20.639796066222058,12.0
2459,[97 88],7.70086110654091,4.0
2460,[ 9 53],12.735254270853323,8.0
2461,[ 3 54],8.782811427633673,6.0
2462,[73 19],3.395665297357846,2.0
2463,[53 45],3.5969891067086417,2.0
2464,[38 71],6.64684812653692,4.0
2465,[53 43],9.768678686950485,6.0
2466,[91 34],4.953794947495976,4.0
2469,[ 9 71],4.729171200824029,3.0
2470,[57 86],14.473365253202022,10.0
2471,[24  9],4.268546984173443,3.0
2472,[40 37],13.111584227308844,8.0
2475,[81 29],4.8540479206127305,3.0
2476,[83 15],8.206215925992884,5.0
2477,[ 5 97],3.4932803392234284,3.0
2480,[83  7],5.243935830209029,4.0
2481,[0 2],7.3695022918816555,4.0
2482,[83 95],4.119154830050698,3.0
2483,[95 12],5.377091536429155,4.0
2484,[95 26],5.619326903135647,4.0
2486,[95 96],5.2898047144457685,3.0
2490,[59 58],4.030490659802517,3.0
2491,[16 47],5.017216812339193,3.0
2492,[ 4 52],13.338829100822306,8.0
2493,[45 68],3.8862116528941932,2.0
2495,[70 72],9.529922191847529,6.0
2496,[43 30],14.761636443861306,10.0
2497,[24 24],4.536513429979656,3.0
2498,[14 79],3.2805389099537514,2.0
2500,[22 39],5.227663450897149,3.0
2503,[25 50],13.696578191051492,8.0
2504,[56 84],6.125864873258129,4.0
2505,[ 6 55],13.071856810544851,8.0
2506,[65 34],6.363177386894337,3.0
2507,[ 2 57],3.1188208998389726,2.0
2508,[47 79],8.795371727355418,6.0
2509,[88 73],5.325080845786763,4.0
2510,[36 98],9.616875105999409,6.0
2512,[70 45],5.305927837952849,3.0
2515,[94 13],14.090707263776014,8.0
2516,[37 29],5.396114679968979,4.0
2517,[62 15],9.539860938504518,6.0
2518,[73 97],3.757371865183369,3.0
2519,[ 1 48],5.717512077918408,4.0
2520,[68  2],3.891819318791048,2.0
2521,[63 32],4.037757085694134,3.0
2523,[13 51],3.4934797048921977,2.0
2524,[82 90],3.1645391307595307,2.0
2525,[99 41],10.360040377074306,6.0
2526,[22 42],6.2709508255545545,5.0
2527,[36 51],6.011034715638753,4.0
2528,[26 51],16.178496395774065,10.0
2529,[55 77],5.474038499316384,4.0
2530,[72  7],4.794455753195749,3.0
2531,[67 54],9.467917240578092,5.0
2532,[37 31],9.40090562203095,6.0
2535,[29 32],7.005936660613407,4.0
2536,[80 98],4.951959462578349,3.0
2537,[16 52],7.800353965771125,5.0
2539,[57 46],7.506211808576655,6.0
2540,[86 98],8.033515355537878,7.0
2541,[24 27],4.031229307370281,3.0
2542,[88 99],9.180266916929291,5.0
2543,[96 24],3.303882260538593,2.0
2544,[22  5],3.014483313328613,2.0
2545,[60 95],5.001873972999337,4.0
2547,[59 84],8.74811154137649,6.0
2548,[76 39],9.916885730700855,5.0
2551,[61 27],9.581942065165993,6.0
2552,[73 98],8.781794723862541,5.0
2553,[62 13],8.137366193730097,6.0
2554,[65 85],4.29519351260207,4.0
2555,[95 20],14.370469648758988,8.0
2556,[34 46],10.20025390788821,6.0
2557,[80  1],5.296383227949879,4.0
2559,[ 8 54],3.7528014702119346,2.0
2561,[73 16],5.3851348500887815,3.0
2562,[71 22],6.37726566319709,5.0
2563,[69 46],14.327756995120367,11.0
2565,[41 69],3.445661717070297,2.0
2566,[ 8 66],3.440143504555496,3.0
2567,[25 52],4.058047445302169,2.0
2568,[62 34],6.543105033489497,4.0
2569,[ 6 97],4.479916597877034,3.0
2571,[43 64],8.727147719085831,6.0
2573,[60 54],18.510572189188736,12.0
2574,[70 51],3.0979691228520885,2.0
2575,[75  0],4.256085482786757,2.0
2576,[42 78],3.192432461795428,2.0
2578,[48 93],12.890439947191743,8.0
2579,[ 5 54],12.435132216295202,8.0
2580,[63 74],6.8730209257723525,5.0
2581,[72 96],11.124974973279883,7.0
2582,[57 58],5.03577643661318,4.0
2583,[60 34],5.339115417090996,3.0
2584,[17 53],3.342339837514791,2.0
2585,[18 77],10.968586962222314,7.0
2586,[61 11],7.9616419154811915,6.0
2588,[22 80],8.299700589824859,5.0
2589,[93 39],10.645570998389935,8.0
2590,[71  1],12.439526780024305,8.0
2591,[25 53],7.004488336191886,4.0
2592,[62 71],10.242976602811073,7.0
2594,[ 1 50],9.569308392792383,5.0
2595,[71 88],5.866713924646276,5.0
2596,[58 55],4.682207740764223,4.0
2597,[81 90],6.673503205519569,5.0
2598,[12 79],10.385299072307944,6.0
2601,[78  2],6.527316768653158,4.0
2602,[45 78],7.598709122311892,4.0
2605,[39 85],4.2005595743405335,3.0
2607,[71  6],5.077223725696344,4.0
2609,[ 5 33],4.118630970986951,4.0
2610,[84 60],5.9798087737019,4.0
2611,[ 1 25],4.164287622689804,3.0
2612,[96  4],4.436164884415166,3.0
2614,[22 88],11.11667317723619,6.0
2616,[68 48],8.681463065633588,6.0
2618,[83 14],3.431141145054297,2.0
2619,[41 37],5.637294753379336,4.0
2620,[ 6 52],9.691518158863264,6.0
2622,[30 51],14.151742456318313,10.0
2625,[25 93],5.318311886901824,3.0
2627,[14 53],4.028776526759844,2.0
2629,[40 35],8.612712777028301,6.0
2630,[19 73],4.143493624066573,3.0
2631,[74 42],6.193371854393904,4.0
2632,[64 34],10.145918037106386,6.0
2634,[77 94],3.939223428536859,3.0
2636,[44 40],4.134817334209138,3.0
2638,[78 16],5.6775693940703,4.0
2640,[98 68],5.2047600133113985,3.0
2641,[63 16],11.635526054886697,6.0
2642,[75 98],7.435409287225215,5.0
2645,[72 40],3.2513294421046175,2.0
2646,[81  2],10.680414587356442,6.0
2647,[ 0 12],11.127857417471802,7.0
2648,[72 92],7.434222778716678,4.0
2649,[64 21],5.826915593742027,4.0
2650,[93 23],9.23553115423191,5.0
2652,[46 76],9.41401365713149,6.0
2654,[ 5 60],6.320652106248259,4.0
2655,[75 97],3.611266288008685,3.0
2656,[60 36],3.269786099834298,3.0
2659,[64 49],4.648938346137484,3.0
2660,[51 45],6.349580586403878,4.0
2661,[30 46],16.587848951992783,12.0
2662,[38 35],5.906768226309728,4.0
2664,[70 69],3.4566987787331627,2.0
2665,[77  0],15.449808153682856,10.0
2666,[ 2 96],12.759790334706675,8.0
2667,[ 2 98],4.656031857808081,3.0
2668,[25 48],5.262614220016668,4.0
2669,[40 57],5.758998365627218,3.0
2671,[60 96],6.493887578334511,6.0
2672,[57 31],4.839566040599482,3.0
2673,[45 67],11.377069758813256,8.0
2674,[11 32],4.727233815054972,4.0
2675,[42 62],14.558360634585009,10.0
2676,[96 28],5.714986103498967,3.0
2677,[53 44],10.62746635093203,6.0
2678,[ 0 52],7.659172171181643,5.0
2680,[43 78],9.866938483709347,6.0
2681,[56 46],15.528225914043091,10.0
2683,[47 44],9.281253589433556,6.0
2684,[36 32],5.536766174265905,3.0
2685,[ 1 13],12.921447394859229,8.0
2687,[14 77],6.756733005053737,4.0
2688,[79 39],7.831335887928513,5.0
2690,[75 19],3.085690000889835,2.0
2691,[29 54],9.932885195982227,6.0
2692,[60 97],6.1769073522028775,3.0
2694,[42 71],7.28265823760107,4.0
2696,[10 93],9.42137583547041,6.0
2697,[69 93],9.524540315660698,7.0
2699,[ 4 56],17.907705027081576,12.0
2700,[72 13],5.057938253068552,3.0
2701,[99 40],8.609129615102352,6.0
2706,[75 39],6.525325180146484,4.0
2709,[24  6],4.186611089801613,3.0
2710,[84 10],3.899359616844282,3.0
2711,[71 23],3.9000988548334212,3.0
2712,[17 33],7.345962316623872,4.0
2713,[92 24],3.180957782522313,2.0
2714,[40 42],3.152478472202025,2.0
2715,[83 90],3.052170984318139,2.0
2716,[79 90],6.5020436028952036,4.0
2717,[19 81],6.853811418260104,5.0
2718,[55 45],11.70372214121272,8.0
2719,[ 6 53],7.126723686642919,6.0
2721,[69 72],3.5384622337115816,2.0
2722,[91 82],3.7795976682009282,2.0
2723,[64 64],3.8148132579359735,3.0
2724,[ 8 76],16.680880609163452,10.0
2725,[52 90],8.540511790355437,7.0
2726,[62 25],4.737771460425799,4.0
2730,[76 98],3.5987038464692818,2.0
2731,[24 26],7.111724772230627,4.0
2732,[92 91],6.066821045373049,4.0
2733,[45 36],13.918834226128254,8.0
2734,[99 27],4.391420836275849,2.0
2735,[14 81],4.435940686920604,3.0
2736,[14 80],8.278463217708289,6.0
2737,[ 7 89],4.5618384993505,4.0
2738,[56 54],5.045705767317546,4.0
2739,[94 73],3.889500279213197,2.0
2741,[5 0],4.496440771428395,3.0
2743,[2 2],6.794484916127094,5.0
2745,[83  2],7.1595134864626955,4.0
2746,[38 37],8.972544886001069,6.0
2747,[64 58],3.610394761322392,2.0
2749,[75 21],4.592059128347287,3.0
2751,[ 1 34],10.718758559533887,7.0
2753,[85 23],4.382625134824451,2.0
2754,[15 74],4.824771912175011,4.0
2755,[24 22],9.909129281727386,6.0
2756,[ 2 59],20.406235939626747,14.0
2757,[71 40],6.682577332849784,5.0
2758,[32 99],7.901160136069004,6.0
2759,[38 76],11.368229751716225,7.0
2760,[68  1],6.915002888276847,4.0
2761,[93  9],4.200593278399018,3.0
2763,[61 59],4.314366357486137,2.0
2764,[55 83],3.4647474605740847,2.0
2765,[ 8 38],6.262020404705149,3.0
2766,[78 98],8.672765789669452,6.0
2767,[59  0],6.446485223532364,4.0
2769,[30 54],3.110512735252642,2.0
2770,[64 70],3.709438296513569,2.0
2771,[33 53],16.393130150291274,10.0
2772,[ 2 39],9.890866671647947,7.0
2773,[51 43],7.668713957105242,6.0
2777,[91 79],5.077309759444597,4.0
2778,[38 67],7.298192921239779,4.0
2779,[ 1 40],4.0475150874812975,2.0
2780,[23 13],9.042525759035675,5.0
2781,[ 9 37],15.561946199579433,10.0
2784,[44 76],4.189312526557716,2.0
2786,[26 50],15.766241058738359,12.0
2787,[89 35],3.6676742210995545,3.0
2788,[70 78],3.8718661709245383,4.0
2791,[76 91],3.819107192464716,2.0
2792,[63 11],11.39137154265344,8.0
2793,[ 3 92],8.408794040698348,5.0
2795,[70 61],4.169394192736557,2.0
2796,[98 37],4.25693954136536,3.0
2797,[85  9],4.510326238157485,2.0
2798,[84 88],7.8658664561420775,4.0
2799,[88 85],4.308293609277499,2.0
2801,[99 74],4.612480447641431,3.0
2802,[ 0 28],4.063661207699104,2.0
2807,[77 23],10.592687761506342,6.0
2808,[41 71],16.991513777003306,12.0
2810,[82 23],3.6161627702074384,2.0
2812,[95 21],8.143949374675742,5.0
2814,[76 29],3.398538384565163,4.0
2815,[63 26],6.0164061058590566,4.0
2816,[20 86],4.5445617518159365,4.0
2817,[48 72],9.00350442730245,6.0
2818,[97 87],6.281258252229414,4.0
2819,[71 26],6.0252592274613,6.0
2820,[90 82],7.319471331220166,4.0
2821,[49 44],6.195384003859971,4.0
2822,[68 66],3.814419073591852,2.0
2823,[23  5],7.608495229550721,6.0
2824,[49 31],6.200369490100701,4.0
2825,[ 0 59],3.454230191922222,2.0
2826,[84 15],3.434347257520829,2.0
2827,[85 17],3.586120049116322,3.0
2830,[24 98],4.105220788416728,3.0
2832,[23 18],4.014798199985282,3.0
2833,[71 11],5.5096098966570555,3.0
2834,[50 87],3.8916517932974557,3.0
2837,[28 50],11.528979104854788,8.0
2838,[28 55],6.452274202592228,4.0
2840,[99 98],3.5209589858268124,2.0
2841,[87 60],5.581647312014672,3.0
2842,[85  1],3.109793281069954,2.0
2844,[29 51],11.262457893195803,6.0
2845,[ 0 57],4.062187153751951,3.0
2847,[81  1],3.7836552873453275,2.0
2849,[ 8 74],8.499331698473144,6.0
2850,[10 40],4.6195368775742605,2.0
2851,[65 86],13.876285271771058,9.0
2852,[35 53],5.40516416175736,4.0
2853,[80 96],5.538292499940823,3.0
2855,[ 5 93],3.3900048791287665,2.0
2856,[34 84],11.192407255906458,7.0
2857,[44 32],13.828099352930957,8.0
2859,[55 60],3.0771551260954446,2.0
2860,[68 37],3.9017543272862816,2.0
2861,[96 79],4.6154763177178095,3.0
2862,[96 88],10.218808787119125,6.0
2863,[88 35],4.4096348907002465,3.0
2865,[73 60],17.248465486366108,10.0
2866,[78 82],12.915774274277108,8.0
2868,[10 90],7.769626679044246,4.0
2869,[ 1 87],8.684870688597,5.0
2870,[ 3 89],10.988892509311754,7.0
2871,[76 22],8.3705907339865,6.0
2872,[96 74],7.8047753918906775,5.0
2874,[79 97],4.607704148069141,4.0
2876,[ 1 77],9.454984816848729,6.0
2879,[59 30],5.377925589666986,4.0
2880,[40 29],7.420672632765063,4.0
2882,[82 88],3.7908282413423295,2.0
2883,[45 57],6.052626067135807,4.0
2884,[63 79],6.819172353312765,5.0
2885,[ 1 30],8.16312796476971,5.0
2886,[46 64],5.156211379557672,4.0
2890,[78 31],8.20323972425064,5.0
2891,[98 57],8.757891316757838,6.0
2892,[93 97],3.3285129449426103,2.0
2895,[29 46],14.803980355026079,8.0
2896,[ 0 53],9.551223705646702,6.0
2897,[43 71],6.134337117718383,4.0
2898,[87 75],7.717540285723978,5.0
2899,[11 79],3.042866956662058,2.0
2900,[24 43],4.374514190250457,2.0
2901,[92 76],4.707386640041275,3.0
2902,[ 8 75],12.72231014279043,8.0
2903,[61 21],11.595645944069734,8.0
2904,[23 22],8.850746936374936,6.0
2905,[ 2 58],18.003588019195977,14.0
2906,[91 84],3.0112430228804787,2.0
2908,[26 86],6.3180279552706295,5.0
2909,[61 26],14.324405156241149,10.0
2911,[87 34],5.874308545211834,4.0
2913,[44 30],9.485962836024443,6.0
2914,[38 86],3.4646882752830566,2.0
2915,[76 18],17.67259522954752,12.0
2916,[99 93],8.239701789541298,6.0
2917,[96 33],5.065573960711643,4.0
2919,[64  6],8.089397824818889,6.0
2920,[87 79],3.3873566799671755,2.0
2923,[76  0],3.0585279345954075,2.0
2924,[ 5 83],3.1535190740443153,2.0
2925,[ 9 78],7.5417020834178174,6.0
2926,[20 76],4.439794386441058,3.0
2927,[57 51],4.627210527173919,4.0
2928,[84 14],7.14158975870651,4.0
2929,[1 4],11.94861007803678,8.0
2931,[ 8 90],4.038215610399938,2.0
2934,[67 81],3.0250900771890485,2.0
2935,[78 24],5.957865433207878,5.0
2936,[83 96],3.9392115562518244,2.0
2937,[85 12],4.212542447256504,3.0
2939,[ 0 77],6.920000125253814,5.0
2942,[94 20],3.422217592230851,2.0
2943,[0 4],6.9715385431818255,5.0
2944,[94 91],10.703447548120014,6.0
2945,[97 20],4.460252221974706,2.0
2946,[46 29],15.008862266027117,8.0
2947,[ 4 97],7.816970221359549,5.0
2948,[21 68],11.627193398767055,7.0
2950,[24 17],8.924463082715608,6.0
2953,[69 11],3.948884594522224,2.0
2954,[36 84],5.061027712013226,3.0
2956,[85 98],3.2452390341979767,2.0
2959,[29 48],9.075878478199293,6.0
2960,[ 1 92],3.5608269080035724,2.0
2961,[98 34],3.0253281311863534,2.0
2962,[39 30],3.46742172316317,2.0
2963,[12 72],4.6202018610077475,3.0
2964,[69 36],12.207511665363798,9.0
2965,[14 83],5.18844154752457,3.0
2967,[11 33],20.418065495705974,12.0
2968,[58 54],10.779444549427296,8.0
2969,[61 78],4.420214681435329,2.0
2972,[98 64],3.3284419368020814,2.0
2973,[93 20],5.447608223420753,4.0
2974,[78  6],5.9011625952023,4.0
2975,[81 16],4.5696134164873525,4.0
2977,[93  6],3.2487488415319037,2.0
2978,[71 10],6.197109995604489,4.0
2979,[71 20],6.494619257444637,4.0
2980,[95 73],6.0516353302369446,5.0
2981,[46 30],5.61612394767852,4.0
2983,[62 18],5.53471406838311,4.0
2984,[40 62],4.055602235962068,4.0
2985,[48 43],6.5344627705516345,4.0
2987,[49 76],9.699259143155961,6.0
2988,[93 27],11.744244725091525,6.0
2990,[64 23],5.12991631897084,4.0
2991,[18 53],3.46997160232445,4.0
2993,[59 80],4.661939729839509,3.0
2994,[54 79],3.0820545220570508,2.0
2995,[58 81],5.185590147038411,4.0
2996,[46 78],3.2403553890712313,2.0
2998,[48 89],7.082052545653234,4.0
2999,[ 0 62],10.315316806195389,6.0
3001,[56 99],10.72232630095266,6.0
3004,[83 24],5.2379939613336015,3.0
3005,[80  5],4.491098331650358,3.0
3006,[88 36],5.881465994362504,4.0
3007,[78  0],5.236247644391022,4.0
3008,[39 74],6.077665043826702,5.0
3009,[58 86],4.072395432199103,4.0
3010,[88 74],7.238748281791612,5.0
3011,[87 37],4.706425215640947,4.0
3012,[88 58],5.22017416250359,3.0
3013,[72 94],6.205842432983449,4.0
3014,[ 9 70],3.750177050978655,2.0
3016,[21 69],3.49418715198071,3.0
3018,[37 37],3.6160909919242465,2.0
3019,[37 65],7.58066905309899,6.0
3020,[10 66],4.583414582049963,4.0
3021,[62 83],5.147922245155941,4.0
3022,[47 93],11.189963882173096,8.0
3023,[10 70],3.244343224965882,2.0
3024,[58 84],5.5385898699010925,4.0
3025,[37 85],10.95123754554751,7.0
3026,[59 50],6.646668835354371,4.0
3028,[35 33],4.763687456687283,3.0
3029,[87 36],6.361470776960068,4.0
3030,[49 60],5.3626858359897165,4.0
3031,[38 65],3.345148697297867,2.0
3032,[76  3],5.85324176690556,4.0
3035,[81 21],3.489139780504689,3.0
3036,[59 85],3.7155386084494095,2.0
3037,[54 74],5.088419662013312,4.0
3038,[80  6],6.679352976477191,5.0
3039,[ 9 75],7.462510959578481,6.0
3041,[71 92],4.5384155382475075,3.0
3042,[76 16],5.087032296735625,3.0
3044,[55 43],5.18110814544283,4.0
3046,[76 42],6.913678222103342,4.0
3047,[ 3 56],10.048017055685115,8.0
3048,[63 15],4.921412050658223,4.0
3049,[77 25],5.946698597840273,4.0
3050,[ 0 15],8.553905774480294,6.0
3052,[64 73],4.695755969401974,3.0
3053,[56 35],4.306094672902639,3.0
3056,[50 76],5.811382726811388,4.0
3057,[10 41],5.397805583638219,4.0
3058,[62 20],9.302868626375549,8.0
3059,[82  1],4.156627433979,4.0
3061,[ 5 59],6.288876538457522,4.0
3062,[24 99],7.354283225723732,6.0
3063,[51 74],6.779497140896272,4.0
3064,[68 14],3.317133165574406,2.0
3065,[84 96],4.167927902102502,4.0
3067,[63 22],5.432567607504355,4.0
3068,[72 38],6.26658892496663,4.0
3069,[92 39],8.911082136018276,6.0
3070,[16 75],6.177095665888496,6.0
3071,[97 92],6.77151212424624,4.0
3072,[99 11],6.043633598902367,4.0
3073,[76 90],4.922859910249018,3.0
3076,[56 52],5.644304440389023,4.0
3078,[99  6],5.489103450958012,3.0
3079,[62 78],4.990556152540016,3.0
3080,[ 4 51],4.146500401583548,4.0
3081,[75 25],6.126970719927453,3.0
3082,[71 38],4.344905778407672,3.0
3084,[62 77],8.03758077874761,4.0
3086,[44 38],4.597020848334689,3.0
3087,[60 94],5.5744398864669895,3.0
3088,[25 54],3.5139132248441656,2.0
3089,[ 1 10],11.296819270690396,7.0
3091,[97 40],8.577805334008149,6.0
3093,[70  0],4.460035870511866,3.0
3094,[28 98],14.68401887839743,10.0
3096,[46 73],3.4994743451523362,2.0
3099,[37 62],8.053645249420798,6.0
3100,[62  9],6.683481679386343,4.0
3101,[61 19],13.505727446545803,8.0
3103,[98 62],3.178333123506656,2.0
3104,[61  7],7.3863285693045535,6.0
3105,[76  2],6.079731563564795,4.0
3106,[76 12],10.838750178154033,8.0
3107,[11 80],6.407612837055768,4.0
3108,[39 76],9.837242715450808,6.0
3109,[30 49],12.96319487713934,8.0
3110,[23  6],3.995581981716754,2.0
3111,[75  1],14.107461481548649,10.0
3112,[11 51],3.056690047170582,2.0
3113,[ 8 47],3.583451347461149,2.0
3114,[24 20],7.259683260745602,4.0
3115,[37 33],6.586685857093353,4.0
3116,[92 43],5.930169971771942,4.0
3118,[31 49],19.651970400421355,14.0
3120,[44 68],10.458292411340077,6.0
3121,[43 42],7.175839781152893,4.0
3122,[ 0 45],3.9020789478744837,2.0
3123,[98 38],8.563487365827307,6.0
3124,[87 85],4.1434101957993335,2.0
3125,[74 28],9.370915499083974,6.0
3127,[85 97],4.026912140955303,3.0
3128,[60 50],5.929843857857916,4.0
3129,[16 84],3.271776213579585,2.0
3131,[91 37],3.862362895828197,3.0
3132,[23  3],4.042208346377128,3.0
3134,[ 5 57],3.244789549636481,2.0
3135,[46 39],10.454349980709289,8.0
3136,[83 87],4.703719754894363,3.0
3138,[32 53],10.575764697466841,8.0
3140,[40 69],12.890048406391681,8.0
3141,[ 0 44],4.687409603420345,3.0
3143,[21 78],7.222669705949713,6.0
3144,[75 92],4.740761693710969,3.0
3145,[ 1 61],7.972247197416336,5.0
3148,[ 9 82],4.719206267663929,3.0
3150,[39 75],10.963268865616119,6.0
3151,[71 21],5.1612680338422825,5.0
3152,[ 9 92],13.303527631914491,8.0
3153,[ 1 18],7.197268480744193,5.0
3154,[50 93],10.763883297194347,8.0
3156,[56 36],4.142278765298887,3.0
3157,[97 79],4.4431336912502,3.0
3159,[58 30],5.303074301467602,4.0
3161,[ 9 76],6.445500814359445,4.0
3162,[17 75],8.825004880169754,6.0
3165,[16 32],14.265174357104286,10.0
3166,[ 3 52],8.091108260735284,6.0
3168,[27 85],3.167962580576889,3.0
3169,[39 73],6.792187653004069,4.0
3171,[60 80],6.3884030173793,5.0
3172,[73 11],7.663334497249765,5.0
3173,[97  5],11.523902767508652,7.0
3174,[63  6],18.324812956411282,10.0
3175,[69 50],7.0466886530503015,5.0
3176,[48 60],6.204325026151464,4.0
